Volcano_Number,Volcano_Name,Primary_Volcano_Type,Country,Region,Latitude,Longitude,Elevation,Tectonic_Setting,Evidence_Category,Major_Rock_Type
342180,Ixtepeque,Lava dome(s),Guatemala,Middle America-Caribbean Volcanic Regions,14.4200,-89.6800,1292,Subduction zone / Continental crust (> 25 km),Evidence Credible,Rhyolite
343001,San Diego,Volcanic field,El Salvador-Guatemala,Middle America-Caribbean Volcanic Regions,14.2700,-89.4800,781,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
343002,"Singuil, Cerro",Volcanic field,El Salvador,Middle America-Caribbean Volcanic Regions,14.0540,-89.6310,926,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
343010,Apaneca Range,Stratovolcano(es),El Salvador,Middle America-Caribbean Volcanic Regions,13.8720,-89.7420,2028,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
343020,Santa Ana,Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.8530,-89.6300,2381,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
343030,Izalco,Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.8130,-89.6330,1950,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
343041,Coatepeque Caldera,Caldera,El Salvador,Middle America-Caribbean Volcanic Regions,13.8700,-89.5500,746,Subduction zone / Continental crust (> 25 km),Evidence Credible,Rhyolite
343051,"Cinotepeque, Cerro",Volcanic field,El Salvador,Middle America-Caribbean Volcanic Regions,14.0200,-89.2500,665,Subduction zone / Continental crust (> 25 km),Evidence Credible,No Data (checked)
343052,Guazapa,Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.9000,-89.1200,1438,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
343050,San Salvador,Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.7340,-89.2940,1893,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
343060,Ilopango,Caldera,El Salvador,Middle America-Caribbean Volcanic Regions,13.6720,-89.0530,450,Subduction zone / Continental crust (> 25 km),Eruption Observed,Dacite
343071,Apastepeque Field,Volcanic field,El Salvador,Middle America-Caribbean Volcanic Regions,13.7200,-88.7700,700,Subduction zone / Continental crust (> 25 km),Evidence Credible,Dacite
343072,Taburete,Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.4350,-88.5320,1172,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
343070,San Vicente,Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.5950,-88.8370,2182,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
343081,Usulutan,Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.4190,-88.4710,1449,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
343082,"Tigre, El",Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.4700,-88.4300,1640,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
343080,Tecapa,Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.4940,-88.5020,1593,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
343090,Chinameca,Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.4780,-88.3300,1300,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
343101,"Aramuaca, Laguna",Maar,El Salvador,Middle America-Caribbean Volcanic Regions,13.4280,-88.1050,181,Subduction zone / Continental crust (> 25 km),Evidence Credible,No Data (checked)
343100,San Miguel,Stratovolcano,El Salvador,Middle America-Caribbean Volcanic Regions,13.4340,-88.2690,2130,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
343130,"Tigre, Isla del",Stratovolcano,Honduras,Middle America-Caribbean Volcanic Regions,13.2740,-87.6390,774,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
343140,"Zacate Grande, Isla",Stratovolcano,Honduras,Middle America-Caribbean Volcanic Regions,13.3300,-87.6300,640,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
343150,"Yojoa, Lago",Volcanic field,Honduras,Middle America-Caribbean Volcanic Regions,14.9640,-87.9830,1060,Subduction zone / Continental crust (> 25 km),Eruption Dated,Trachybasalt / Tephrite Basanite
344010,Cosiguina,Stratovolcano,Nicaragua,Middle America-Caribbean Volcanic Regions,12.9800,-87.5700,872,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
344020,San Cristobal,Stratovolcano,Nicaragua,Middle America-Caribbean Volcanic Regions,12.7020,-87.0040,1745,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
344040,Telica,Stratovolcano(es),Nicaragua,Middle America-Caribbean Volcanic Regions,12.6060,-86.8400,1036,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
344070,"Negro, Cerro",Pyroclastic cone(s),Nicaragua,Middle America-Caribbean Volcanic Regions,12.5060,-86.7020,728,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
344080,Las Pilas-El Hoyo Complex,Complex,Nicaragua,Middle America-Caribbean Volcanic Regions,12.4922,-86.6786,1088,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
344091,Apoyeque,Caldera,Nicaragua,Middle America-Caribbean Volcanic Regions,12.2420,-86.3420,518,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
344092,Nejapa-Miraflores,Fissure vent(s),Nicaragua,Middle America-Caribbean Volcanic Regions,12.1200,-86.3200,360,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
344090,Momotombo,Stratovolcano,Nicaragua,Middle America-Caribbean Volcanic Regions,12.4230,-86.5390,1270,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
344101,Granada,Fissure vent(s),Nicaragua,Middle America-Caribbean Volcanic Regions,11.9000,-85.9790,250,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
344100,Masaya,Caldera,Nicaragua,Middle America-Caribbean Volcanic Regions,11.9844,-86.1688,594,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
344111,Zapatera,Shield,Nicaragua,Middle America-Caribbean Volcanic Regions,11.7300,-85.8200,629,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
344110,Mombacho,Stratovolcano,Nicaragua,Middle America-Caribbean Volcanic Regions,11.8260,-85.9680,1344,Subduction zone / Continental crust (> 25 km),Unrest / Holocene,Andesite / Basaltic Andesite
344120,Concepcion,Stratovolcano,Nicaragua,Middle America-Caribbean Volcanic Regions,11.5380,-85.6220,1700,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
345010,Orosi,Stratovolcano(es),Costa Rica,Middle America-Caribbean Volcanic Regions,10.9800,-85.4730,1659,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
345020,Rincon de la Vieja,Complex,Costa Rica,Middle America-Caribbean Volcanic Regions,10.8300,-85.3240,1916,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
345031,Tenorio,Stratovolcano(es),Costa Rica,Middle America-Caribbean Volcanic Regions,10.6730,-85.0150,1916,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
345033,Arenal,Stratovolcano,Costa Rica,Middle America-Caribbean Volcanic Regions,10.4630,-84.7030,1670,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
345034,Platanar,Stratovolcano(es),Costa Rica,Middle America-Caribbean Volcanic Regions,10.3000,-84.3660,2267,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
345030,Miravalles,Stratovolcano,Costa Rica,Middle America-Caribbean Volcanic Regions,10.7480,-85.1530,2028,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
345040,Poas,Stratovolcano,Costa Rica,Middle America-Caribbean Volcanic Regions,10.2000,-84.2330,2697,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
345050,Barva,Complex,Costa Rica,Middle America-Caribbean Volcanic Regions,10.1350,-84.1000,2906,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
345060,Irazu,Stratovolcano,Costa Rica,Middle America-Caribbean Volcanic Regions,9.9790,-83.8520,3436,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
345070,Turrialba,Stratovolcano,Costa Rica,Middle America-Caribbean Volcanic Regions,10.0250,-83.7670,3340,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
346010,Baru,Stratovolcano,Panama,Middle America-Caribbean Volcanic Regions,8.8080,-82.5430,3474,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
351011,Romeral,Stratovolcano,Colombia,South America Volcanic Regions,5.2030,-75.3630,3769,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
351012,"Bravo, Cerro",Stratovolcano,Colombia,South America Volcanic Regions,5.0910,-75.2930,3985,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
351021,Santa Isabel,Shield,Colombia,South America Volcanic Regions,4.8180,-75.3650,4944,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
351020,"Ruiz, Nevado del",Stratovolcano,Colombia,South America Volcanic Regions,4.8920,-75.3240,5279,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
351030,"Tolima, Nevado del",Stratovolcano,Colombia,South America Volcanic Regions,4.6580,-75.3300,5215,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
351040,Machin,Stratovolcano,Colombia,South America Volcanic Regions,4.4870,-75.3890,2749,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
351050,"Huila, Nevado del",Stratovolcano,Colombia,South America Volcanic Regions,2.9300,-76.0300,5364,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
351061,Sotara,Stratovolcano,Colombia,South America Volcanic Regions,2.1080,-76.5920,4400,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
351060,Purace,Stratovolcano(es),Colombia,South America Volcanic Regions,2.3200,-76.4000,4650,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
351070,Dona Juana,Stratovolcano,Colombia,South America Volcanic Regions,1.5000,-76.9360,4137,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
351080,Galeras,Complex,Colombia,South America Volcanic Regions,1.2200,-77.3700,4276,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
351090,Azufral,Stratovolcano,Colombia,South America Volcanic Regions,1.0800,-77.6800,4070,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
351100,Cumbal,Stratovolcano,Colombia,South America Volcanic Regions,0.9500,-77.8700,4764,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
351110,Chiles-Cerro Negro,Stratovolcano,Colombia-Ecuador,South America Volcanic Regions,0.8170,-77.9380,4698,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Dacite
352001,Soche,Stratovolcano,Ecuador,South America Volcanic Regions,0.5520,-77.5800,3955,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
352002,Chachimbiro,Stratovolcano,Ecuador,South America Volcanic Regions,0.4680,-78.2870,4106,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
352003,Cuicocha,Caldera,Ecuador,South America Volcanic Regions,0.3080,-78.3640,3246,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
352004,Imbabura,Compound,Ecuador,South America Volcanic Regions,0.2580,-78.1830,4609,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
352005,Mojanda,Stratovolcano(es),Ecuador,South America Volcanic Regions,0.1300,-78.2700,4263,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
352006,Cayambe,Compound,Ecuador,South America Volcanic Regions,0.0290,-77.9860,5790,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
352011,Pululahua,Caldera,Ecuador,South America Volcanic Regions,0.0464,-78.4900,3360,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
352010,Reventador,Stratovolcano,Ecuador,South America Volcanic Regions,-0.0770,-77.6560,3562,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
352021,Atacazo,Stratovolcano,Ecuador,South America Volcanic Regions,-0.3530,-78.6170,4463,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
352022,Chacana,Caldera,Ecuador,South America Volcanic Regions,-0.3750,-78.2500,4643,Subduction zone / Continental crust (> 25 km),Eruption Observed,Rhyolite
352020,Guagua Pichincha,Stratovolcano,Ecuador,South America Volcanic Regions,-0.1710,-78.5980,4784,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
352031,Aliso,Stratovolcano,Ecuador,South America Volcanic Regions,-0.5300,-78.0000,4267,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
352030,Antisana,Stratovolcano,Ecuador,South America Volcanic Regions,-0.4810,-78.1410,5753,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
352041,Iliniza,Stratovolcano,Ecuador,South America Volcanic Regions,-0.6620,-78.7160,5162,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
352040,Sumaco,Stratovolcano,Ecuador,South America Volcanic Regions,-0.5380,-77.6260,3990,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Trachybasalt / Tephrite Basanite
352050,Cotopaxi,Stratovolcano,Ecuador,South America Volcanic Regions,-0.6770,-78.4360,5911,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
352060,Quilotoa,Caldera,Ecuador,South America Volcanic Regions,-0.8592,-78.9044,3914,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
352071,Chimborazo,Stratovolcano,Ecuador,South America Volcanic Regions,-1.4690,-78.8170,6261,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
352081,Licto,Pyroclastic cone(s),Ecuador,South America Volcanic Regions,-1.7860,-78.6140,3322,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
352080,Tungurahua,Stratovolcano,Ecuador,South America Volcanic Regions,-1.4670,-78.4420,5023,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
352090,Sangay,Stratovolcano,Ecuador,South America Volcanic Regions,-2.0050,-78.3410,5286,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
353011,Ecuador,Shield,Ecuador,Eastern Pacific Volcanic Regions,-0.0200,-91.5460,790,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
353010,Fernandina,Shield,Ecuador,Eastern Pacific Volcanic Regions,-0.3700,-91.5500,1476,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
353020,Wolf,Shield,Ecuador,Eastern Pacific Volcanic Regions,0.0200,-91.3500,1710,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
353030,Darwin,Shield,Ecuador,Eastern Pacific Volcanic Regions,-0.1800,-91.2800,1330,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
353040,Alcedo,Shield,Ecuador,Eastern Pacific Volcanic Regions,-0.4300,-91.1200,1130,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
353050,"Negra, Sierra",Shield,Ecuador,Eastern Pacific Volcanic Regions,-0.8300,-91.1700,1124,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
353060,"Azul, Cerro",Shield,Ecuador,Eastern Pacific Volcanic Regions,-0.9200,-91.4080,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
353070,Pinta,Shield,Ecuador,Eastern Pacific Volcanic Regions,0.5800,-90.7500,780,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
353081,Genovesa,Shield,Ecuador,Eastern Pacific Volcanic Regions,0.3200,-89.9580,64,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
353080,Marchena,Shield,Ecuador,Eastern Pacific Volcanic Regions,0.3300,-90.4700,343,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
353091,Santa Cruz,Shield,Ecuador,Eastern Pacific Volcanic Regions,-0.6200,-90.3300,864,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
353090,Santiago,Shield,Ecuador,Eastern Pacific Volcanic Regions,-0.2200,-90.7700,920,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
353120,San Cristobal,Shield,Ecuador,Eastern Pacific Volcanic Regions,-0.8800,-89.5000,759,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
354000,Kimsachata-Oroscocha,Lava dome,Peru,South America Volcanic Regions,-14.1310,-71.3630,3848,Subduction zone / Continental crust (> 25 km),Eruption Dated,Rhyolite
354001,"Auquihuato, Cerro",Pyroclastic cone,Peru,South America Volcanic Regions,-15.0700,-73.1800,4980,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,No Data (checked)
354002,Sara Sara,Stratovolcano,Peru,South America Volcanic Regions,-15.3300,-73.4500,5522,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
354003,Coropuna,Stratovolcano,Peru,South America Volcanic Regions,-15.5200,-72.6500,6377,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
354004,Andahua-Orcopampa,Volcanic field,Peru,South America Volcanic Regions,-15.4200,-72.3300,4713,Subduction zone / Continental crust (> 25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite
354005,Huambo,Volcanic field,Peru,South America Volcanic Regions,-15.7800,-72.0800,4554,Subduction zone / Continental crust (> 25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite
354006,Sabancaya,Stratovolcano(es),Peru,South America Volcanic Regions,-15.7870,-71.8570,5960,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
354007,"Chachani, Nevado",Stratovolcano,Peru,South America Volcanic Regions,-16.1910,-71.5300,6057,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
354010,"Misti, El",Stratovolcano,Peru,South America Volcanic Regions,-16.2940,-71.4090,5822,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
354020,Ubinas,Stratovolcano,Peru,South America Volcanic Regions,-16.3450,-70.8972,5608,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
354031,Ticsani,Lava dome(s),Peru,South America Volcanic Regions,-16.7586,-70.5981,5382,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
354030,Huaynaputina,Stratovolcano,Peru,South America Volcanic Regions,-16.6144,-70.8542,4679,Subduction zone / Continental crust (> 25 km),Eruption Observed,Dacite
354040,Tutupaca,Stratovolcano(es),Peru,South America Volcanic Regions,-17.0260,-70.3720,5801,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
354050,Yucamane,Stratovolcano(es),Peru,South America Volcanic Regions,-17.1840,-70.1960,5495,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
354060,"Casiri, Nevados",Stratovolcano(es),Peru,South America Volcanic Regions,-17.4852,-69.7886,5626,Subduction zone / Continental crust (> 25 km),Evidence Credible,Trachyte / Trachydacite
355011,Taapaca,Complex,Chile,South America Volcanic Regions,-18.1000,-69.5000,5860,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
355012,Parinacota,Stratovolcano,Chile-Bolivia,South America Volcanic Regions,-18.1660,-69.1420,6336,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
355010,Tacora,Stratovolcano(es),Chile-Peru,South America Volcanic Regions,-17.7209,-69.7728,5960,Subduction zone / Continental crust (> 25 km),Unrest / Holocene,Andesite / Basaltic Andesite
355020,Guallatiri,Stratovolcano,Chile,South America Volcanic Regions,-18.4200,-69.0920,6071,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
355032,Tata Sabaya,Stratovolcano,Bolivia,South America Volcanic Regions,-19.1300,-68.5300,5430,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355030,Isluga,Stratovolcano,Chile,South America Volcanic Regions,-19.1500,-68.8300,5550,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
355040,Irruputuncu,Stratovolcano,Chile-Bolivia,South America Volcanic Regions,-20.7300,-68.5500,5163,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
355050,Olca-Paruma,Stratovolcano(es),Chile-Bolivia,South America Volcanic Regions,-20.9390,-68.4130,5705,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
355091,Sairecabur,Stratovolcano(es),Chile-Bolivia,South America Volcanic Regions,-22.7190,-67.8910,5961,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355092,Licancabur,Stratovolcano,Chile-Bolivia,South America Volcanic Regions,-22.8300,-67.8800,5916,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355093,Guayaques,Lava dome(s),Chile-Bolivia,South America Volcanic Regions,-22.8950,-67.5660,5598,Subduction zone / Continental crust (> 25 km),Evidence Credible,Dacite
355094,Purico Complex,Shield(pyroclastic),Chile,South America Volcanic Regions,-23.0000,-67.7500,5703,Subduction zone / Continental crust (> 25 km),Evidence Credible,Dacite
355095,Colachi,Stratovolcano,Chile,South America Volcanic Regions,-23.2360,-67.6450,5631,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355096,Acamarachi,Stratovolcano,Chile,South America Volcanic Regions,-23.2920,-67.6180,6023,Subduction zone / Continental crust (> 25 km),Evidence Credible,Dacite
355098,Chiliques,Stratovolcano,Chile,South America Volcanic Regions,-23.5800,-67.7000,5778,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
355090,Putana,Stratovolcano,Chile,South America Volcanic Regions,-22.5570,-67.8530,5884,Subduction zone / Continental crust (> 25 km),Eruption Observed,Dacite
355101,Cordon de Puntas Negras,Stratovolcano(es),Chile,South America Volcanic Regions,-23.7430,-67.5340,5852,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355102,Miniques,Stratovolcano(es),Chile,South America Volcanic Regions,-23.8200,-67.7700,5910,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
355103,"Tujle, Cerro",Maar,Chile,South America Volcanic Regions,-23.8300,-67.9500,3550,Subduction zone / Continental crust (> 25 km),Evidence Credible,No Data (checked)
355104,Caichinque,Stratovolcano(es),Chile,South America Volcanic Regions,-23.9490,-67.7400,4458,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
355105,Tilocalar,Lava cone(es),Chile,South America Volcanic Regions,-23.9700,-68.1300,3109,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
355107,Pular,Stratovolcano(es),Chile,South America Volcanic Regions,-24.1880,-68.0540,6233,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
355108,"Negrillar, La",Pyroclastic cone(s),Chile,South America Volcanic Regions,-24.3190,-68.5900,4220,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
355109,Socompa,Stratovolcano,Chile-Argentina,South America Volcanic Regions,-24.3960,-68.2460,6031,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
355100,Lascar,Stratovolcano(es),Chile,South America Volcanic Regions,-23.3700,-67.7300,5592,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
355112,Corrida de Cori Volcanic Field,Stratovolcano,Chile-Argentina,South America Volcanic Regions,-25.0830,-68.3670,5451,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
355110,Llullaillaco,Stratovolcano,Chile-Argentina,South America Volcanic Regions,-24.7200,-68.5300,6739,Subduction zone / Continental crust (> 25 km),Eruption Observed,Dacite
355121,Cordon del Azufre,Complex,Chile-Argentina,South America Volcanic Regions,-25.3360,-68.5210,5481,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355122,"Bayo Gorbea, Cerro",Complex,Chile-Argentina,South America Volcanic Regions,-25.4140,-68.5880,5413,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355123,"Nevada, Sierra",Complex,Chile-Argentina,South America Volcanic Regions,-26.4800,-68.5800,6173,Subduction zone / Continental crust (> 25 km),Evidence Credible,No Data (checked)
355124,Falso Azufre,Complex,Chile-Argentina,South America Volcanic Regions,-26.8000,-68.3700,5906,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,No Data (checked)
355125,"Incahuasi, Nevado de",Stratovolcano(es),Chile-Argentina,South America Volcanic Regions,-27.0330,-68.2960,6638,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Dacite
355120,Lastarria,Stratovolcano,Chile-Argentina,South America Volcanic Regions,-25.1680,-68.5070,5706,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355131,"Solo, El",Stratovolcano,Chile-Argentina,South America Volcanic Regions,-27.1050,-68.7130,6205,Subduction zone / Continental crust (> 25 km),Evidence Credible,Dacite
355130,"Ojos del Salado, Nevados",Stratovolcano,Chile-Argentina,South America Volcanic Regions,-27.1090,-68.5410,6879,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
355150,Tuzgle,Stratovolcano,Argentina,South America Volcanic Regions,-24.0500,-66.4800,5486,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Dacite
355160,Aracar,Stratovolcano,Argentina,South America Volcanic Regions,-24.2900,-67.7830,6095,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355161,Unnamed,Pyroclastic cone,Argentina,South America Volcanic Regions,-25.0780,-68.2660,4652,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355180,Antofagasta Volcanic Field,Volcanic field,Argentina,South America Volcanic Regions,-26.1200,-67.4000,3495,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
355190,"Condor, El",Stratovolcano,Argentina,South America Volcanic Regions,-26.6320,-68.3610,6373,Subduction zone / Continental crust (> 25 km),Evidence Credible,No Data (checked)
